video_path,caption,generated_caption,meteor_score,cider_score,rouge_l,precision,recall,f1_score,accuracy
C:/Users/poloj/Video_captioning/videos/video13.mp4,a flock of birds flying in the sky,there are a lot of birds that are flying in the sky,0.7000000000000001,0.4916034961980901,0.7000000000000001,0.5833333333333334,0.875,0.7000000000000001,0.875
C:/Users/poloj/Video_captioning/videos/video14.mp4,a bird perched on a branch with green background,there is a bird that is sitting on top of a plant,0.380952380952381,0.1583385003654182,0.380952380952381,0.3333333333333333,0.4444444444444444,0.380952380952381,0.4444444444444444
C:/Users/poloj/Video_captioning/videos/video15.mp4,a bell hanging from the ceiling in a church,there is a bell hanging from the ceiling of a building,0.7000000000000001,0.779093906962453,0.7000000000000001,0.6363636363636364,0.7777777777777778,0.7000000000000001,0.7777777777777778
C:/Users/poloj/Video_captioning/videos/video16.mp4,a woman counting money into a cash machine,there is a woman that is using a cash register in a store,0.380952380952381,0.2076533534019509,0.380952380952381,0.38461538461538464,0.5555555555555556,0.4545454545454546,0.625
C:/Users/poloj/Video_captioning/videos/video17.mp4,an airplane flying in the sky during sunset,there is a plane that is flying in the sky during the day,0.4761904761904762,0.6068054494161864,0.4761904761904762,0.46153846153846156,0.6666666666666666,0.5454545454545455,0.75
C:/Users/poloj/Video_captioning/videos/video18.mp4,a green pond with small fish swimming in it,there are many drops of water on the surface of the water,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:/Users/poloj/Video_captioning/videos/video19.mp4,a person typing on a laptop computer,there is a person typing on a laptop computer at a desk,0.7368421052631579,0.9476258619867662,0.7368421052631579,0.6666666666666666,1.0,0.8,1.1428571428571428
C:/Users/poloj/Video_captioning/videos/video20.mp4,rain falling on tree leaves,an image of a blurry photo of trees in the rain,0.25000000000000006,0.11583871553627854,0.12500000000000003,0.18181818181818182,0.4,0.25000000000000006,0.4
C:/Users/poloj/Video_captioning/videos/video21.mp4,a baby crying on a bed,there is a small child that is crying on the bed,0.4705882352941177,0.23961359121475173,0.4705882352941177,0.36363636363636365,0.8,0.5000000000000001,0.6666666666666666
C:/Users/poloj/Video_captioning/videos/video22.mp4,a coffee machine pouring coffee into a cup,this is a close up of a person making a cup of coffee,0.380952380952381,0.16004371056317282,0.2857142857142857,0.38461538461538464,0.625,0.4761904761904762,0.625
C:/Users/poloj/Video_captioning/videos/video23.mp4,two boys playing in water at sunset,there are two boys that are playing in the water at the beach,0.6,0.2646895043676588,0.6,0.46153846153846156,0.8571428571428571,0.6,0.8571428571428571
C:/Users/poloj/Video_captioning/videos/video24.mp4,a large airplane taking off from a runway,there is a large airplane that is taking off from the runway,0.7000000000000001,0.5298749459769082,0.7000000000000001,0.5833333333333334,1.0,0.7368421052631579,0.875
C:/Users/poloj/Video_captioning/videos/video25.mp4,a woman is walking in the park with her laptop,there is a woman sitting on a bench using a laptop computer,0.3636363636363636,0.11821887888848512,0.2727272727272727,0.5,0.5,0.5,0.6
C:/Users/poloj/Video_captioning/videos/video26.mp4,people walking along Lake Michigan,there are many people walking and biking on the sidewalk by the water,0.2222222222222222,0.15642695230269946,0.2222222222222222,0.15384615384615385,0.4,0.2222222222222222,0.4
C:/Users/poloj/Video_captioning/videos/video27.mp4,traffic on the M6 motorway near a junction,there are many cars that are traveling down the highway together,0.10526315789473685,0.004441634106098071,0.10526315789473685,0.09090909090909091,0.125,0.10526315789473685,0.125
C:/Users/poloj/Video_captioning/videos/video28.mp4,a fire truck is parked on the street,there is a fire truck parked on the side of the street,0.8,0.5894784593722893,0.7000000000000001,0.75,1.0,0.8571428571428571,1.125
C:/Users/poloj/Video_captioning/videos/video29.mp4,fireworks in the night sky,an aerial view of fireworks exploding in the night sky,0.6666666666666666,0.7917149909078856,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0
C:/Users/poloj/Video_captioning/videos/video30.mp4,a young boy playing piano in a living room,portrait of a young man playing the piano in his living room,0.6666666666666666,0.3631841648401409,0.6666666666666666,0.5833333333333334,0.875,0.7000000000000001,0.7777777777777778
C:/Users/poloj/Video_captioning/videos/video31.mp4,a waterfall in a jungle,there is a waterfall in the middle of a forest with rocks and trees,0.4210526315789473,0.4300910962352678,0.4210526315789473,0.2857142857142857,0.8,0.4210526315789473,0.8
C:/Users/poloj/Video_captioning/videos/video32.mp4,a red bird perched on a tree branch,there is a bird that is sitting on a branch of a tree,0.5714285714285714,0.20228855522445927,0.4761904761904762,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.875
C:/Users/poloj/Video_captioning/videos/video33.mp4,a fire burning in a fireplace with logs,there is a fire that is burning in a fireplace with logs,0.8,0.8339556138485072,0.8,0.6666666666666666,1.0,0.8,1.0
C:/Users/poloj/Video_captioning/videos/video34.mp4,a cup of coffee and a book on a window sill,there is a cup of coffee and a book on a window sill,0.9166666666666666,0.9912023505824339,0.9166666666666666,0.8461538461538461,1.0,0.9166666666666666,1.0
C:/Users/poloj/Video_captioning/videos/video35.mp4,two boys playing in water at sunset,there are two boys that are playing in the water at the beach,0.6,0.2646895043676588,0.6,0.46153846153846156,0.8571428571428571,0.6,0.8571428571428571
C:/Users/poloj/Video_captioning/videos/video36.mp4,a field of flowers with the sun setting in the background,yellow and orange flowers in a field with the sun in the background,0.7500000000000001,0.48159515123600083,0.6666666666666667,0.7692307692307693,0.8333333333333334,0.8,0.9090909090909091
C:/Users/poloj/Video_captioning/videos/video37.mp4,a young woman walking in the woods,portrait of a young woman in a black beanie in the woods,0.631578947368421,0.5243933293095588,0.631578947368421,0.6666666666666666,0.8888888888888888,0.761904761904762,1.1428571428571428
C:/Users/poloj/Video_captioning/videos/video38.mp4,a person playing guitar in the dark,there is a close up of a person playing a guitar,0.4444444444444444,0.37153051287454475,0.4444444444444444,0.5454545454545454,0.6666666666666666,0.6,0.8571428571428571
C:/Users/poloj/Video_captioning/videos/video39.mp4,a group of women in colorful clothes dancing,there is a group of women in colorful outfits dancing together,0.7368421052631579,0.7950032549151193,0.7368421052631579,0.6363636363636364,0.875,0.7368421052631579,0.875
C:/Users/poloj/Video_captioning/videos/video40.mp4,a Buddha statue in a temple in Thailand,there is a statue of a buddha surrounded by many other statues,0.4,0.2560075552158212,0.3,0.4166666666666667,0.5555555555555556,0.4761904761904762,0.625
C:/Users/poloj/Video_captioning/videos/video41.mp4,snow falling on a branch with red berries,there is a bird sitting on a tree branch in the snow,0.4,0.10106660496409726,0.3,0.4166666666666667,0.5555555555555556,0.4761904761904762,0.625
C:/Users/poloj/Video_captioning/videos/video42.mp4,stock footage of meat on the grill,several hamburgers are cooking on a grill with meat on it,0.33333333333333326,0.22191763337436468,0.2222222222222222,0.36363636363636365,0.5,0.4210526315789474,0.5714285714285714
C:/Users/poloj/Video_captioning/videos/video43.mp4,a blender with green liquid inside,there is a blender with a green liquid in it on a table,0.5263157894736842,0.42453218474590526,0.5263157894736842,0.5384615384615384,0.875,0.6666666666666667,1.1666666666666667
C:/Users/poloj/Video_captioning/videos/video44.mp4,a man playing tabla in a recording studio,there is a man with a turban playing a musical instrument,0.4210526315789474,0.10351349352972877,0.4210526315789474,0.45454545454545453,0.5555555555555556,0.5,0.625
C:/Users/poloj/Video_captioning/videos/video45.mp4,two women walking on a beach at sunset,two women and a man are walking on the beach near the water,0.5714285714285714,0.22234439877811307,0.4761904761904762,0.46153846153846156,0.75,0.5714285714285714,0.75
C:/Users/poloj/Video_captioning/videos/video46.mp4,a young boy playing with a toy in a yard,there is a young boy that is playing with a toy gun,0.6363636363636365,0.5722738592647006,0.6363636363636365,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.7
C:/Users/poloj/Video_captioning/videos/video47.mp4,a volcano erupting into the sky,an image of a volcano spewing lava and lava into the sky,0.5555555555555556,0.44899504718082706,0.5555555555555556,0.4166666666666667,0.8333333333333334,0.5555555555555556,0.8333333333333334
C:/Users/poloj/Video_captioning/videos/video48.mp4,people flying kites in the sky,there is a group of people that are flying kites in the park,0.5263157894736842,0.5127123652191854,0.5263157894736842,0.38461538461538464,0.8333333333333334,0.5263157894736842,0.8333333333333334
C:/Users/poloj/Video_captioning/videos/video49.mp4,a pool table in a room,there are two men playing a game of pool on a table,0.4444444444444444,0.13936237072030305,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.6666666666666666
C:/Users/poloj/Video_captioning/videos/video50.mp4,a person in a boat on water,there is a bird that is flying in the sky over the water,0.3,0.04965022918701025,0.3,0.23076923076923078,0.5,0.3157894736842105,0.42857142857142855
C:/Users/poloj/Video_captioning/videos/video51.mp4,a person riding a wave on a surfboard,there is a man riding a surfboard on a wave in the ocean,0.6666666666666667,0.3748923753697586,0.4761904761904762,0.5384615384615384,0.875,0.6666666666666667,0.875
C:/Users/poloj/Video_captioning/videos/video52.mp4,a group of people doing squats in a gym,several people in a crossfit gym with a barbell in the background,0.4761904761904762,0.1190006104339236,0.380952380952381,0.5,0.6,0.5454545454545454,0.6666666666666666
C:/Users/poloj/Video_captioning/videos/video53.mp4,two boxers fighting in a boxing match,there are two boxers fighting in a boxing ring during a match,0.7368421052631579,0.8712079693804362,0.7368421052631579,0.6666666666666666,1.0,0.8,1.1428571428571428
